Date,Store,Sales,DayOfWeek,Promo,StateHoliday,SchoolHoliday,Month,Year,WeekOfYear
2022-09-08,1,9448.97,4,1,0,0,9,2022,36
2022-09-09,1,11019.97,5,1,0,0,9,2022,36
2022-09-10,1,9992.5,6,0,0,0,9,2022,36
2022-09-12,1,8347.67,1,0,0,0,9,2022,37
2022-09-13,1,8877.03,2,1,0,0,9,2022,37
2022-09-14,1,7657.37,3,0,0,0,9,2022,37
2022-09-15,1,9379.33,4,0,0,0,9,2022,37
2022-09-16,1,8369.37,5,0,0,0,9,2022,37
2022-09-17,1,10437.29,6,0,0,0,9,2022,37
2022-09-19,1,7919.25,1,0,0,0,9,2022,38
2022-09-20,1,8505.51,2,0,0,0,9,2022,38
2022-09-21,1,7528.37,3,0,0,0,9,2022,38
2022-09-22,1,7609.22,4,0,0,0,9,2022,38
2022-09-23,1,8049.17,5,0,0,0,9,2022,38
2022-09-24,1,11101.42,6,0,0,0,9,2022,38
2022-09-26,1,7365.56,1,0,0,0,9,2022,39
2022-09-27,1,9904.65,2,1,0,0,9,2022,39
2022-09-28,1,8301.71,3,0,0,0,9,2022,39
2022-09-29,1,9694.25,4,1,0,0,9,2022,39
2022-09-30,1,8841.73,5,0,0,0,9,2022,39
2022-10-01,1,11458.45,6,0,0,0,10,2022,39
2022-10-03,1,2859.33,1,0,1,0,10,2022,40
2022-10-04,1,9825.35,2,1,0,0,10,2022,40
2022-10-05,1,8047.07,3,0,0,0,10,2022,40
2022-10-06,1,9183.44,4,0,0,0,10,2022,40
2022-10-07,1,10485.62,5,0,0,0,10,2022,40
2022-10-08,1,10855.7,6,0,0,0,10,2022,40
2022-10-10,1,7209.52,1,0,0,0,10,2022,41
2022-10-11,1,8743.17,2,0,0,0,10,2022,41
2022-10-12,1,8466.63,3,0,0,0,10,2022,41
2022-10-13,1,9785.51,4,1,0,0,10,2022,41
2022-10-14,1,10621.53,5,1,0,0,10,2022,41
2022-10-15,1,11559.24,6,0,0,0,10,2022,41
2022-10-17,1,8945.71,1,1,0,0,10,2022,42
2022-10-18,1,9836.39,2,1,0,0,10,2022,42
2022-10-19,1,7628.64,3,0,0,0,10,2022,42
2022-10-20,1,9735.47,4,1,0,0,10,2022,42
2022-10-21,1,9060.31,5,0,0,0,10,2022,42
2022-10-22,1,10940.6,6,0,0,0,10,2022,42
2022-10-24,1,8228.65,1,0,0,0,10,2022,43
2022-10-25,1,7635.86,2,0,0,0,10,2022,43
2022-10-26,1,10675.14,3,1,0,0,10,2022,43
2022-10-27,1,8207.6,4,0,0,0,10,2022,43
2022-10-28,1,10062.85,5,0,0,0,10,2022,43
2022-10-29,1,13643.0,6,1,0,0,10,2022,43
2022-10-31,1,9524.15,1,1,0,0,10,2022,44
2022-11-01,1,8131.06,2,0,0,0,11,2022,44
2022-11-02,1,9487.15,3,0,0,0,11,2022,44
2022-11-03,1,10143.36,4,1,0,0,11,2022,44
2022-11-04,1,12248.34,5,1,0,0,11,2022,44
2022-11-05,1,13972.12,6,1,0,0,11,2022,44
2022-11-07,1,9471.9,1,0,0,0,11,2022,45
2022-11-08,1,10488.7,2,0,0,0,11,2022,45
2022-11-09,1,8595.21,3,0,0,0,11,2022,45
2022-11-10,1,8321.84,4,0,0,0,11,2022,45
2022-11-11,1,9412.97,5,0,0,0,11,2022,45
2022-11-12,1,11591.79,6,0,0,0,11,2022,45
2022-11-14,1,8278.69,1,0,0,0,11,2022,46
2022-11-15,1,9709.31,2,1,0,0,11,2022,46
2022-11-16,1,9411.14,3,0,0,0,11,2022,46
2022-11-17,1,10663.58,4,0,0,0,11,2022,46
2022-11-18,1,10432.8,5,0,0,0,11,2022,46
2022-11-19,1,16307.81,6,1,0,0,11,2022,46
2022-11-21,1,9154.75,1,0,0,0,11,2022,47
2022-11-22,1,9732.45,2,0,0,0,11,2022,47
2022-11-23,1,8718.09,3,0,0,0,11,2022,47
2022-11-24,1,11961.48,4,1,0,0,11,2022,47
2022-11-25,1,10089.54,5,0,0,0,11,2022,47
2022-11-26,1,11304.05,6,0,0,0,11,2022,47
2022-11-28,1,8732.9,1,0,0,0,11,2022,48
2022-11-29,1,10194.61,2,0,0,0,11,2022,48
2022-11-30,1,10368.95,3,0,0,0,11,2022,48
2022-12-01,1,10634.25,4,0,0,0,12,2022,48
2022-12-02,1,11692.05,5,0,0,0,12,2022,48
2022-12-03,1,14136.05,6,0,0,0,12,2022,48
2022-12-05,1,12268.58,1,1,0,0,12,2022,49
2022-12-06,1,9624.55,2,0,0,0,12,2022,49
2022-12-07,1,10045.06,3,0,0,0,12,2022,49
2022-12-08,1,12604.99,4,0,0,0,12,2022,49
2022-12-09,1,11833.16,5,0,0,0,12,2022,49
2022-12-10,1,15004.49,6,1,0,0,12,2022,49
2022-12-12,1,10938.98,1,0,0,0,12,2022,50
2022-12-13,1,11478.63,2,1,0,0,12,2022,50
2022-12-14,1,11947.46,3,1,0,0,12,2022,50
2022-12-15,1,10516.95,4,0,0,0,12,2022,50
2022-12-16,1,15223.41,5,1,0,0,12,2022,50
2022-12-17,1,13856.27,6,0,0,0,12,2022,50
2022-12-19,1,11813.75,1,0,0,1,12,2022,51
2022-12-20,1,10907.07,2,0,0,1,12,2022,51
2022-12-21,1,14389.75,3,1,0,1,12,2022,51
2022-12-22,1,12075.68,4,0,0,1,12,2022,51
2022-12-23,1,13027.97,5,0,0,1,12,2022,51
2022-12-24,1,18132.9,6,0,0,1,12,2022,51
2022-12-26,1,3720.76,1,0,1,0,12,2022,52
2022-12-27,1,10818.96,2,0,0,1,12,2022,52
2022-12-28,1,12509.71,3,0,0,1,12,2022,52
2022-12-29,1,13884.44,4,1,0,1,12,2022,52
2022-12-30,1,12643.35,5,0,0,1,12,2022,52
2022-12-31,1,19769.03,6,0,0,1,12,2022,52
2023-01-02,1,7549.54,1,1,0,0,1,2023,1
2023-01-03,1,6699.84,2,0,0,0,1,2023,1
2023-01-04,1,7483.92,3,1,0,0,1,2023,1
2023-01-05,1,8294.92,4,1,0,0,1,2023,1
2023-01-06,1,7202.64,5,0,0,0,1,2023,1
2023-01-07,1,7948.66,6,0,0,0,1,2023,1
2023-01-09,1,6798.73,1,1,0,0,1,2023,2
2023-01-10,1,6804.08,2,0,0,0,1,2023,2
2023-01-11,1,7939.12,3,1,0,0,1,2023,2
2023-01-12,1,8949.03,4,1,0,0,1,2023,2
2023-01-13,1,6844.11,5,0,0,0,1,2023,2
2023-01-14,1,7637.04,6,0,0,0,1,2023,2
2023-01-16,1,6334.85,1,0,0,0,1,2023,3
2023-01-17,1,7157.01,2,1,0,0,1,2023,3
2023-01-18,1,6321.35,3,1,0,0,1,2023,3
2023-01-19,1,8474.68,4,1,0,0,1,2023,3
2023-01-20,1,7316.82,5,0,0,0,1,2023,3
2023-01-21,1,9156.39,6,0,0,0,1,2023,3
2023-01-23,1,5970.15,1,0,0,0,1,2023,4
2023-01-24,1,8200.31,2,1,0,0,1,2023,4
2023-01-25,1,6758.56,3,0,0,0,1,2023,4
2023-01-26,1,6109.39,4,0,0,0,1,2023,4
2023-01-27,1,7955.97,5,0,0,0,1,2023,4
2023-01-28,1,9254.01,6,0,0,0,1,2023,4
2023-01-30,1,6527.92,1,0,0,0,1,2023,5
2023-01-31,1,7920.9,2,0,0,0,1,2023,5
2023-02-01,1,8270.45,3,1,0,0,2,2023,5
2023-02-02,1,7200.26,4,0,0,0,2,2023,5
2023-02-03,1,9666.17,5,1,0,0,2,2023,5
2023-02-04,1,9391.44,6,0,0,0,2,2023,5
2023-02-06,1,6907.34,1,0,0,0,2,2023,6
2023-02-07,1,6757.19,2,0,0,0,2,2023,6
2023-02-08,1,8682.64,3,1,0,0,2,2023,6
2023-02-09,1,6813.53,4,0,0,0,2,2023,6
2023-02-10,1,7881.22,5,0,0,0,2,2023,6
2023-02-11,1,12036.66,6,1,0,0,2,2023,6
2023-02-13,1,6250.35,1,0,0,0,2,2023,7
2023-02-14,1,7305.39,2,0,0,0,2,2023,7
2023-02-15,1,6877.48,3,0,0,0,2,2023,7
2023-02-16,1,8259.31,4,1,0,0,2,2023,7
2023-02-17,1,8984.0,5,1,0,0,2,2023,7
2023-02-18,1,11545.31,6,1,0,0,2,2023,7
2023-02-20,1,7581.78,1,0,0,0,2,2023,8
2023-02-21,1,7777.63,2,0,0,0,2,2023,8
2023-02-22,1,6868.73,3,0,0,0,2,2023,8
2023-02-23,1,9024.33,4,1,0,0,2,2023,8
2023-02-24,1,9030.27,5,1,0,0,2,2023,8
2023-02-25,1,9854.4,6,0,0,0,2,2023,8
2023-02-27,1,6790.38,1,0,0,0,2,2023,9
2023-02-28,1,7219.21,2,0,0,0,2,2023,9
2023-03-01,1,7505.77,3,0,0,0,3,2023,9
2023-03-02,1,8107.86,4,0,0,0,3,2023,9
2023-03-03,1,9565.35,5,0,0,0,3,2023,9
2023-03-04,1,8949.56,6,0,0,0,3,2023,9
2023-03-06,1,8298.99,1,0,0,0,3,2023,10
2023-03-07,1,7404.25,2,0,0,0,3,2023,10
2023-03-08,1,7479.46,3,0,0,0,3,2023,10
2023-03-09,1,10193.5,4,1,0,0,3,2023,10
2023-03-10,1,9156.69,5,0,0,0,3,2023,10
2023-03-11,1,12878.52,6,1,0,0,3,2023,10
2023-03-13,1,7400.62,1,0,0,0,3,2023,11
2023-03-14,1,9467.07,2,0,0,0,3,2023,11
2023-03-15,1,11363.91,3,1,0,0,3,2023,11
2023-03-16,1,7531.93,4,0,0,0,3,2023,11
2023-03-17,1,7369.0,5,0,0,0,3,2023,11
2023-03-18,1,10619.98,6,0,0,0,3,2023,11
2023-03-20,1,9430.3,1,1,0,0,3,2023,12
2023-03-21,1,7774.54,2,0,0,0,3,2023,12
2023-03-22,1,7216.02,3,0,0,0,3,2023,12
2023-03-23,1,7582.88,4,0,0,0,3,2023,12
2023-03-24,1,8159.13,5,0,0,0,3,2023,12
2023-03-25,1,11309.63,6,0,0,0,3,2023,12
2023-03-27,1,7306.13,1,0,0,0,3,2023,13
2023-03-28,1,9018.49,2,0,0,0,3,2023,13
2023-03-29,1,7338.09,3,0,0,0,3,2023,13
2023-03-30,1,10354.57,4,1,0,0,3,2023,13
2023-03-31,1,9829.64,5,1,0,0,3,2023,13
2023-04-01,1,10255.93,6,1,0,0,4,2023,13
2023-04-03,1,8425.23,1,0,0,0,4,2023,14
2023-04-04,1,8196.81,2,0,0,0,4,2023,14
2023-04-05,1,7280.99,3,0,0,0,4,2023,14
2023-04-06,1,10985.78,4,1,0,0,4,2023,14
2023-04-07,1,3153.46,5,0,1,0,4,2023,14
2023-04-08,1,13738.35,6,1,0,0,4,2023,14
2023-04-10,1,2962.52,1,1,1,0,4,2023,15
2023-04-11,1,7501.08,2,0,0,0,4,2023,15
2023-04-12,1,7736.76,3,0,0,0,4,2023,15
2023-04-13,1,9194.39,4,1,0,0,4,2023,15
2023-04-14,1,10679.68,5,1,0,0,4,2023,15
2023-04-15,1,10588.31,6,1,0,0,4,2023,15
2023-04-17,1,6988.2,1,0,0,0,4,2023,16
2023-04-18,1,8607.69,2,0,0,0,4,2023,16
2023-04-19,1,9060.2,3,1,0,0,4,2023,16
2023-04-20,1,8944.96,4,1,0,0,4,2023,16
2023-04-21,1,8478.96,5,0,0,0,4,2023,16
2023-04-22,1,9445.46,6,0,0,0,4,2023,16
2023-04-24,1,7263.98,1,0,0,0,4,2023,17
2023-04-25,1,7522.58,2,0,0,0,4,2023,17
2023-04-26,1,7515.36,3,0,0,0,4,2023,17
2023-04-27,1,8852.67,4,0,0,0,4,2023,17
2023-04-28,1,9826.53,5,0,0,0,4,2023,17
2023-04-29,1,10534.91,6,0,0,0,4,2023,17
2023-05-01,1,3593.54,1,1,1,0,5,2023,18
2023-05-02,1,10127.8,2,1,0,0,5,2023,18
2023-05-03,1,9915.43,3,1,0,0,5,2023,18
2023-05-04,1,9202.33,4,0,0,0,5,2023,18
2023-05-05,1,8172.17,5,0,0,0,5,2023,18
2023-05-06,1,10092.54,6,0,0,0,5,2023,18
2023-05-08,1,10012.31,1,1,0,0,5,2023,19
2023-05-09,1,9251.3,2,0,0,0,5,2023,19
2023-05-10,1,6567.39,3,0,0,0,5,2023,19
2023-05-11,1,9297.04,4,0,0,0,5,2023,19
2023-05-12,1,8821.96,5,0,0,0,5,2023,19
2023-05-13,1,13033.7,6,0,0,0,5,2023,19
2023-05-15,1,8339.71,1,0,0,0,5,2023,20
2023-05-16,1,10571.06,2,1,0,0,5,2023,20
2023-05-17,1,7115.24,3,0,0,0,5,2023,20
2023-05-18,1,11102.21,4,1,0,0,5,2023,20
2023-05-19,1,10100.36,5,1,0,0,5,2023,20
2023-05-20,1,11267.1,6,1,0,0,5,2023,20
2023-05-22,1,7416.0,1,0,0,0,5,2023,21
2023-05-23,1,9046.71,2,1,0,0,5,2023,21
2023-05-24,1,8552.23,3,0,0,0,5,2023,21
2023-05-25,1,9487.51,4,0,0,0,5,2023,21
2023-05-26,1,9735.25,5,1,0,0,5,2023,21
2023-05-27,1,11324.98,6,0,0,0,5,2023,21
2023-05-29,1,9100.85,1,0,0,0,5,2023,22
2023-05-30,1,10270.12,2,1,0,0,5,2023,22
2023-05-31,1,8411.2,3,0,0,0,5,2023,22
2023-06-01,1,8089.62,4,0,0,0,6,2023,22
2023-06-02,1,8552.71,5,0,0,0,6,2023,22
2023-06-03,1,9891.31,6,0,0,0,6,2023,22
2023-06-05,1,6597.49,1,0,0,0,6,2023,23
2023-06-06,1,9498.15,2,1,0,0,6,2023,23
2023-06-07,1,7505.31,3,0,0,0,6,2023,23
2023-06-08,1,7727.26,4,0,0,0,6,2023,23
2023-06-09,1,10452.67,5,1,0,0,6,2023,23
2023-06-10,1,10820.82,6,0,0,0,6,2023,23
2023-06-12,1,8992.02,1,1,0,0,6,2023,24
2023-06-13,1,8014.19,2,0,0,0,6,2023,24
2023-06-14,1,8019.12,3,0,0,0,6,2023,24
2023-06-15,1,8249.51,4,0,0,0,6,2023,24
2023-06-16,1,11196.66,5,1,0,0,6,2023,24
2023-06-17,1,9429.16,6,0,0,0,6,2023,24
2023-06-19,1,7726.97,1,0,0,0,6,2023,25
2023-06-20,1,7673.59,2,0,0,0,6,2023,25
2023-06-21,1,10169.29,3,1,0,0,6,2023,25
2023-06-22,1,8756.48,4,0,0,0,6,2023,25
2023-06-23,1,8144.76,5,0,0,0,6,2023,25
2023-06-24,1,10822.78,6,0,0,0,6,2023,25
2023-06-26,1,6933.12,1,0,0,0,6,2023,26
2023-06-27,1,6500.44,2,0,0,0,6,2023,26
2023-06-28,1,8064.76,3,0,0,0,6,2023,26
2023-06-29,1,7914.9,4,0,0,0,6,2023,26
2023-06-30,1,10950.19,5,1,0,0,6,2023,26
2023-07-01,1,12435.55,6,0,0,1,7,2023,26
2023-07-03,1,7675.47,1,0,0,1,7,2023,27
2023-07-04,1,8980.65,2,0,0,1,7,2023,27
2023-07-05,1,8136.8,3,1,0,1,7,2023,27
2023-07-06,1,9513.04,4,0,0,1,7,2023,27
2023-07-07,1,9278.24,5,0,0,1,7,2023,27
2023-07-08,1,11339.21,6,0,0,1,7,2023,27
2023-07-10,1,7376.19,1,0,0,1,7,2023,28
2023-07-11,1,9065.54,2,0,0,1,7,2023,28
2023-07-12,1,9605.58,3,0,0,1,7,2023,28
2023-07-13,1,7627.49,4,0,0,1,7,2023,28
2023-07-14,1,9778.13,5,0,0,1,7,2023,28
2023-07-15,1,9712.08,6,0,0,1,7,2023,28
2023-07-17,1,9287.35,1,1,0,1,7,2023,29
2023-07-18,1,9460.53,2,1,0,1,7,2023,29
2023-07-19,1,7850.21,3,0,0,1,7,2023,29
2023-07-20,1,8386.34,4,0,0,1,7,2023,29
2023-07-21,1,9284.61,5,0,0,1,7,2023,29
2023-07-22,1,10271.08,6,0,0,1,7,2023,29
2023-07-24,1,8411.78,1,0,0,1,7,2023,30
2023-07-25,1,9607.05,2,0,0,1,7,2023,30
2023-07-26,1,10104.51,3,1,0,1,7,2023,30
2023-07-27,1,9304.18,4,0,0,1,7,2023,30
2023-07-28,1,8844.61,5,0,0,1,7,2023,30
2023-07-29,1,9558.31,6,0,0,1,7,2023,30
2023-07-31,1,8026.53,1,1,0,1,7,2023,31
2023-08-01,1,8445.54,2,0,0,1,8,2023,31
2023-08-02,1,7996.4,3,0,0,1,8,2023,31
2023-08-03,1,8849.59,4,0,0,1,8,2023,31
2023-08-04,1,9764.72,5,0,0,1,8,2023,31
2023-08-05,1,13439.73,6,1,0,1,8,2023,31
2023-08-07,1,6690.32,1,0,0,1,8,2023,32
2023-08-08,1,9026.23,2,0,0,1,8,2023,32
2023-08-09,1,8800.37,3,0,0,1,8,2023,32
2023-08-10,1,12742.44,4,1,0,1,8,2023,32
2023-08-11,1,9326.03,5,0,0,1,8,2023,32
2023-08-12,1,12552.41,6,1,0,1,8,2023,32
2023-08-14,1,8190.89,1,0,0,1,8,2023,33
2023-08-15,1,10946.63,2,1,0,1,8,2023,33
2023-08-16,1,8463.27,3,0,0,1,8,2023,33
2023-08-17,1,10950.55,4,0,0,1,8,2023,33
2023-08-18,1,9273.48,5,0,0,1,8,2023,33
2023-08-19,1,11227.34,6,0,0,1,8,2023,33
2023-08-21,1,8598.37,1,0,0,1,8,2023,34
2023-08-22,1,9557.67,2,1,0,1,8,2023,34
2023-08-23,1,9281.36,3,1,0,1,8,2023,34
2023-08-24,1,9861.51,4,0,0,1,8,2023,34
2023-08-25,1,8338.61,5,0,0,1,8,2023,34
2023-08-26,1,12928.41,6,1,0,1,8,2023,34
2023-08-28,1,8682.26,1,0,0,1,8,2023,35
2023-08-29,1,9093.16,2,0,0,1,8,2023,35
2023-08-30,1,8580.98,3,0,0,1,8,2023,35
2023-08-31,1,10761.6,4,1,0,1,8,2023,35
2023-09-01,1,9443.54,5,0,0,0,9,2023,35
2023-09-02,1,10601.79,6,0,0,0,9,2023,35
2023-09-04,1,9622.75,1,1,0,0,9,2023,36
2023-09-05,1,7796.01,2,0,0,0,9,2023,36
2023-09-06,1,8168.42,3,0,0,0,9,2023,36
2023-09-07,1,9761.9,4,0,0,0,9,2023,36
2023-09-08,1,8743.33,5,0,0,0,9,2023,36
2023-09-09,1,12801.25,6,1,0,0,9,2023,36
2023-09-11,1,9612.84,1,1,0,0,9,2023,37
2023-09-12,1,7910.76,2,0,0,0,9,2023,37
2023-09-13,1,9790.66,3,0,0,0,9,2023,37
2023-09-14,1,8729.35,4,0,0,0,9,2023,37
2023-09-15,1,8555.39,5,0,0,0,9,2023,37
2023-09-16,1,9487.14,6,0,0,0,9,2023,37
2023-09-18,1,10214.26,1,1,0,0,9,2023,38
2023-09-19,1,10956.61,2,1,0,0,9,2023,38
2023-09-20,1,9669.8,3,0,0,0,9,2023,38
2023-09-21,1,7685.31,4,0,0,0,9,2023,38
2023-09-22,1,10861.54,5,1,0,0,9,2023,38
2023-09-23,1,13891.5,6,1,0,0,9,2023,38
2023-09-25,1,8347.23,1,0,0,0,9,2023,39
2023-09-26,1,9826.09,2,0,0,0,9,2023,39
2023-09-27,1,10431.06,3,0,0,0,9,2023,39
2023-09-28,1,10738.64,4,1,0,0,9,2023,39
2023-09-29,1,10408.72,5,1,0,0,9,2023,39
2023-09-30,1,11906.18,6,0,0,0,9,2023,39
2023-10-02,1,10302.2,1,0,0,0,10,2023,40
2023-10-03,1,3460.19,2,0,1,0,10,2023,40
2023-10-04,1,8695.43,3,1,0,0,10,2023,40
2023-10-05,1,11647.09,4,1,0,0,10,2023,40
2023-10-06,1,10322.12,5,1,0,0,10,2023,40
2023-10-07,1,13115.68,6,1,0,0,10,2023,40
2023-10-09,1,9548.73,1,1,0,0,10,2023,41
2023-10-10,1,11448.28,2,1,0,0,10,2023,41
2023-10-11,1,9001.36,3,0,0,0,10,2023,41
2023-10-12,1,9495.37,4,0,0,0,10,2023,41
2023-10-13,1,7473.49,5,0,0,0,10,2023,41
2023-10-14,1,10412.34,6,0,0,0,10,2023,41
2023-10-16,1,9272.44,1,0,0,0,10,2023,42
2023-10-17,1,8813.17,2,0,0,0,10,2023,42
2023-10-18,1,8629.15,3,0,0,0,10,2023,42
2023-10-19,1,9177.07,4,0,0,0,10,2023,42
2023-10-20,1,8418.82,5,0,0,0,10,2023,42
2023-10-21,1,14342.64,6,0,0,0,10,2023,42
2023-10-23,1,9492.55,1,0,0,0,10,2023,43
2023-10-24,1,8569.27,2,0,0,0,10,2023,43
2023-10-25,1,8247.51,3,0,0,0,10,2023,43
2023-10-26,1,9595.81,4,0,0,0,10,2023,43
2023-10-27,1,11187.32,5,0,0,0,10,2023,43
2023-10-28,1,10533.81,6,0,0,0,10,2023,43
2023-10-30,1,9726.98,1,1,0,0,10,2023,44
2023-10-31,1,9619.7,2,0,0,0,10,2023,44
2023-11-01,1,9589.78,3,0,0,0,11,2023,44
2023-11-02,1,9473.57,4,0,0,0,11,2023,44
2023-11-03,1,9880.73,5,0,0,0,11,2023,44
2023-11-04,1,10657.95,6,0,0,0,11,2023,44
2023-11-06,1,9369.5,1,0,0,0,11,2023,45
2023-11-07,1,8755.48,2,0,0,0,11,2023,45
2023-11-08,1,9446.12,3,0,0,0,11,2023,45
2023-11-09,1,9951.56,4,0,0,0,11,2023,45
2023-11-10,1,8857.25,5,0,0,0,11,2023,45
2023-11-11,1,13183.49,6,0,0,0,11,2023,45
2023-11-13,1,9886.63,1,0,0,0,11,2023,46
2023-11-14,1,9409.16,2,0,0,0,11,2023,46
2023-11-15,1,9973.65,3,0,0,0,11,2023,46
2023-11-16,1,10048.5,4,0,0,0,11,2023,46
2023-11-17,1,10660.94,5,0,0,0,11,2023,46
2023-11-18,1,10304.3,6,0,0,0,11,2023,46
2023-11-20,1,9388.19,1,0,0,0,11,2023,47
2023-11-21,1,9745.73,2,0,0,0,11,2023,47
2023-11-22,1,11041.25,3,1,0,0,11,2023,47
2023-11-23,1,10647.27,4,0,0,0,11,2023,47
2023-11-24,1,10812.46,5,0,0,0,11,2023,47
2023-11-25,1,16478.69,6,1,0,0,11,2023,47
2023-11-27,1,11651.33,1,1,0,0,11,2023,48
2023-11-28,1,9842.19,2,0,0,0,11,2023,48
2023-11-29,1,9157.28,3,0,0,0,11,2023,48
2023-11-30,1,10822.52,4,0,0,0,11,2023,48
2023-12-01,1,15439.53,5,1,0,0,12,2023,48
2023-12-02,1,18299.59,6,1,0,0,12,2023,48
2023-12-04,1,12391.34,1,1,0,0,12,2023,49
2023-12-05,1,11316.11,2,0,0,0,12,2023,49
2023-12-06,1,13000.06,3,1,0,0,12,2023,49
2023-12-07,1,11917.71,4,0,0,0,12,2023,49
2023-12-08,1,11480.19,5,0,0,0,12,2023,49
2023-12-09,1,17334.2,6,1,0,0,12,2023,49
2023-12-11,1,10142.42,1,0,0,0,12,2023,50
2023-12-12,1,9736.14,2,0,0,0,12,2023,50
2023-12-13,1,12039.32,3,1,0,0,12,2023,50
2023-12-14,1,9972.06,4,0,0,0,12,2023,50
2023-12-15,1,11762.01,5,0,0,0,12,2023,50
2023-12-16,1,15949.71,6,0,0,0,12,2023,50
2023-12-18,1,15469.64,1,1,0,1,12,2023,51
2023-12-19,1,15861.53,2,1,0,1,12,2023,51
2023-12-20,1,11658.85,3,0,0,1,12,2023,51
2023-12-21,1,10427.61,4,0,0,1,12,2023,51
2023-12-22,1,13410.03,5,0,0,1,12,2023,51
2023-12-23,1,18456.76,6,1,0,1,12,2023,51
2023-12-25,1,4722.2,1,0,1,0,12,2023,52
2023-12-26,1,4714.38,2,0,1,0,12,2023,52
2023-12-27,1,13685.28,3,1,0,1,12,2023,52
2023-12-28,1,13515.66,4,0,0,1,12,2023,52
2023-12-29,1,13243.9,5,0,0,1,12,2023,52
2023-12-30,1,16642.66,6,0,0,1,12,2023,52
2018-01-01,2,1656.27,1,0,1,0,1,2018,1
2018-01-02,2,5182.95,2,1,0,0,1,2018,1
2018-01-03,2,3892.14,3,0,0,0,1,2018,1
2018-01-04,2,4466.96,4,0,0,0,1,2018,1
2018-01-05,2,5796.53,5,1,0,0,1,2018,1
2018-01-06,2,5689.43,6,0,0,0,1,2018,1
2018-01-08,2,4046.45,1,0,0,0,1,2018,2
2018-01-09,2,4290.33,2,0,0,0,1,2018,2
2018-01-10,2,4858.94,3,1,0,0,1,2018,2
2018-01-11,2,4850.03,4,0,0,0,1,2018,2
2018-01-12,2,6746.48,5,1,0,0,1,2018,2
2018-01-13,2,5600.49,6,0,0,0,1,2018,2
2018-01-15,2,4633.59,1,0,0,0,1,2018,3
2018-01-16,2,3812.18,2,0,0,0,1,2018,3
2018-01-17,2,4155.87,3,0,0,0,1,2018,3
2018-01-18,2,4828.81,4,0,0,0,1,2018,3
2018-01-19,2,5143.59,5,0,0,0,1,2018,3
2018-01-20,2,5471.59,6,0,0,0,1,2018,3
2018-01-22,2,4730.91,1,1,0,0,1,2018,4
2018-01-23,2,5116.38,2,0,0,0,1,2018,4
2018-01-24,2,4364.1,3,0,0,0,1,2018,4
2018-01-25,2,6281.19,4,1,0,0,1,2018,4
2018-01-26,2,5571.9,5,1,0,0,1,2018,4
2018-01-27,2,6626.71,6,1,0,0,1,2018,4
2018-01-29,2,4356.89,1,0,0,0,1,2018,5
2018-01-30,2,4583.59,2,0,0,0,1,2018,5
2018-01-31,2,3965.57,3,0,0,0,1,2018,5
2018-02-01,2,5984.42,4,1,0,0,2,2018,5
2018-02-02,2,5061.07,5,0,0,0,2,2018,5
2018-02-03,2,6589.47,6,1,0,0,2,2018,5
2018-02-05,2,4644.45,1,0,0,0,2,2018,6
2018-02-06,2,6064.25,2,1,0,0,2,2018,6
2018-02-07,2,4888.13,3,0,0,0,2,2018,6
2018-02-08,2,6009.78,4,1,0,0,2,2018,6
2018-02-09,2,5948.7,5,0,0,0,2,2018,6
2018-02-10,2,6567.52,6,1,0,0,2,2018,6
2018-02-12,2,4753.78,1,0,0,0,2,2018,7
2018-02-13,2,5271.32,2,1,0,0,2,2018,7
2018-02-14,2,4928.14,3,0,0,0,2,2018,7
2018-02-15,2,4629.71,4,0,0,0,2,2018,7
2018-02-16,2,5390.06,5,0,0,0,2,2018,7
2018-02-17,2,5988.65,6,0,0,0,2,2018,7
2018-02-19,2,4643.56,1,0,0,0,2,2018,8
2018-02-20,2,4593.7,2,0,0,0,2,2018,8
2018-02-21,2,5613.49,3,1,0,0,2,2018,8
2018-02-22,2,4516.48,4,0,0,0,2,2018,8
2018-02-23,2,5327.33,5,0,0,0,2,2018,8
2018-02-24,2,6085.08,6,0,0,0,2,2018,8
2018-02-26,2,4572.17,1,0,0,0,2,2018,9
2018-02-27,2,4267.74,2,0,0,0,2,2018,9
2018-02-28,2,4842.16,3,1,0,0,2,2018,9
2018-03-01,2,6570.07,4,1,0,0,3,2018,9
2018-03-02,2,5700.11,5,0,0,0,3,2018,9
2018-03-03,2,6851.87,6,0,0,0,3,2018,9
2018-03-05,2,5089.04,1,0,0,0,3,2018,10
2018-03-06,2,5334.74,2,1,0,0,3,2018,10
2018-03-07,2,5945.87,3,1,0,0,3,2018,10
2018-03-08,2,5865.52,4,0,0,0,3,2018,10
2018-03-09,2,5310.61,5,0,0,0,3,2018,10
2018-03-10,2,6808.2,6,0,0,0,3,2018,10
2018-03-12,2,5976.17,1,0,0,0,3,2018,11
2018-03-13,2,5630.24,2,0,0,0,3,2018,11
2018-03-14,2,6147.71,3,1,0,0,3,2018,11
2018-03-15,2,6915.45,4,1,0,0,3,2018,11
2018-03-16,2,5855.23,5,0,0,0,3,2018,11
2018-03-17,2,8119.08,6,1,0,0,3,2018,11
2018-03-19,2,6200.84,1,1,0,0,3,2018,12
2018-03-20,2,5187.0,2,0,0,0,3,2018,12
2018-03-21,2,5423.18,3,0,0,0,3,2018,12
